"Land Area","Ocean Area","Environment","Species","Scientific name","1990","S_1990","1991","S_1991","1992","S_1992","1993","S_1993","1994","S_1994","1995","S_1995","1996","S_1996","1997","S_1997","1998","S_1998","1999","S_1999","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Spain","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","350","","396","","403","","400","","400","","163","","160","","215","","168","","161","","162","","13","","119","","123","","119","","86","","65","","46","","32","","19.76","","43.2","","59.042","","4.66","","31.77","","35.756","","36.66",""
"Spain","Inland waters","Freshwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","5","","0",".","0",".","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Spain","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","61","","98","","132","","82","","0",".","0.1","","62.5","","102.505","","130.3","","66.788","","152.771","","183.078",""
"Spain","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","21","","23","","28","","39","","19","","16","","14","","11.8","","8.5","","6.148","","0","-","0","-","11.196","","0","-"
"Spain","Marine areas","Brackishwater","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","586","","836","","945","","743","","1200","","1629","","1430","","1937.736","","2217.8","","1855.972","","1775.3","","1227.751","","1322.955","","1287.171",""
"Spain","Marine areas","Brackishwater","Molluscs","Molluscs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1431","","561","","865","","1474","","981","","3075","","2456","","1323.357","","2812.2","","1829.251","","1517.5","","1777.29","","932.308","","1124.018",""
"Spain","Marine areas","Marine","Aquatic plants","Aquatic plants","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1.2","","25.4","","13.5","","4.7","","1.25","","1.841","","2.281","","1.8","","3.063","","1.342",""
"Spain","Marine areas","Marine","Crustaceans","Crustaceans","201","","92","","153","","185","","159","","168","","227","","295","","185","","138","","110","","115","","126","","128","","46","","55","","77","","40","","113","","144.97","","41","","37.536","","33.535","","1.982","","5.826","","15.054",""
"Spain","Marine areas","Marine","Diadromous fishes","Diadromous fishes","480","","651","","887","","737","","1043","","848","","915","","1106","","1015","","856","","528","","582","","283","","25","","158","","3","","152","","2","","0","-","141.025","","83.2","","0.961","","4.9","","0","-","3.8","","7.785",""
"Spain","Marine areas","Marine","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2.577","","2.5","","1.971","","0","-","0","-","0","-","0","-"
"Spain","Marine areas","Marine","Marine fishes","Marine fishes","1740","","2102","","3602","","4067","","4417","","5496","","6944","","6528","","8382","","10965","","14323","","16373","","19165","","21678","","24916","","27244","","30870","","36199","","40676","","43335.434","","39242.7","","40282.957","","38677.9","","41135.33","","42661.434","","43879.214","F"
"Spain","Marine areas","Marine","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0.308","","0.565",""
"Spain","Marine areas","Marine","Molluscs","Molluscs","180444","","201512","","145226","","101052","","151872","","195229","","198327","","201945","","273927","","276103","","260723","","256403","","198452","","210436","","236708","","163059","","233427","","214701","","182731","","200807.537","","189951.6","","210728.251","","205245.6","","163198.957","","221610.948","","226681.259",""
"Sri Lanka","Inland waters","Freshwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","18","","22","","43","","45","","105","","80","","74","","72","","58",""
"Sri Lanka","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","17","","0","-","0","-","46",""
"Sri Lanka","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","30","F","30","F","30","F","30","F","30","F","30","F","77","","40","F","50","","80","","60","","70","","90","","100","","1620","","2730","","3170","","4600","","5150","","3936","","4502","","7618","","5395","","26323","","28970","","24030",""
"Sri Lanka","Marine areas","Brackishwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1.25","","22.5","","25","","9","","4760",""
"Sri Lanka","Marine areas","Brackishwater","Crustaceans","Crustaceans","1000","F","1500","F","2000","F","2500","F","3100","F","3329","","3555","","3640","","6520","","3820","","4360","","3540","","2561","","3362","","2381","","1572","","2481","","3581","","2233","","3556.5","","3497.92","","4169.802","","3311.706","","4431.4","","5151.6","","7102",""
"Sri Lanka","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","32","","63","","9.309","","12.2","","15.57","","7.51","","14.9","","17.7","","38.8",""
"Sri Lanka","Marine areas","Brackishwater","Molluscs","Molluscs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","","2","","1","","2","","6","","3.87","","1.02","","2.6","","6.04","","13","","0",".","0","."
"Sri Lanka","Marine areas","Marine","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2.95",""
"St. Pierre and Miquelon","Marine areas","Marine","Molluscs","Molluscs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","F","3","F","5","F","59","","28","F"
"Sudan","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1600","","2500","","2000","","4500",""
"Sudan (former)","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","234","","203","","200","","200","","200","","1000","","1000","F","1000","","1000","","1000","","1000","","1000","","1600","","1600","F","1600","F","1600","F","1600","F","1950","","1800","F","2000","F","2000","F","2000","F","0","-","0","-","0","-","0","-"
"Suriname","Inland waters","Freshwater","Crustaceans","Crustaceans","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","0","0.4","","0","0","0","0","0","0","0","0","0","0","0","."
"Suriname","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","-","0","-","3","F","3","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0.16","","0","-","0","-","0","-","0","-","6.72","","51.47",""
"Suriname","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","105","","150","F","215","","368","","368","","260","","288","","242","","180","","117.3","","64.4","","34.5","","68.4","","86.7","","69.5","","77","","74.4","","69",""
"Suriname","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","0","-","0","-","0","-","0","-","1","","1","F","1","F","1","F","1","","50","F","130","","54","","54","F","0",".","0",".","0",".","0","-","1","","10","","6.1","","2.7","","9.3","","4.7","","1.7","","1.7","","1.7",""
"Swaziland","Inland waters","Freshwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","5","","3","","4","","6","","5","F","6","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Swaziland","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","45","","45","","40","","42","","60","","88","","88","","63","","77","","55","","64","F","66","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","73","F","209","","100","F","100","F","100","F","100","F","100","F"
"Sweden","Inland waters","Freshwater","Crustaceans","Crustaceans","8","","8","","8","","11","","10","","12","","10","","8","","9","","9","","7","","6","","6","","7","","6","","6","","5","","3","","0",".","2","","1","","1","","2","","1","","1","","1",""
"Sweden","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","3825","","3355","","3216","","2896","","2920","","3079","","3162","","3084","","2986","","3107","","2805","","3391","","2624","","3525","","3232","","3330","","4250","","2714","","4016","","3982","","6883","","8715","","9396","","8541","","8659","","8575",""
"Sweden","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","95","","0","-","0","-","0","-","0",".","0","."
"Sweden","Marine areas","Marine","Diadromous fishes","Diadromous fishes","4128","","2978","","2542","","2260","","2385","","2942","","3251","","2166","","2026","","1963","","1579","","1932","","1606","","1060","","1316","","1475","","1503","","1480","","1668","","2431","","2283","","3255","","3051","","3122","","2493","","1919",""
"Sweden","Marine areas","Marine","Molluscs","Molluscs","1163","","1643","","1353","","737","","2095","","1521","","1821","","1425","","455","","925","","443","","1444","","1382","","1742","","1435","","1069","","1791","","1168","","1911","","2125","","1382","","1470","","1308","","1702","","1746","","1525",""
"Switzerland","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","1040","","1200","","1200","","1100","","1200","","1126","","1126","","1115","","1115","","1100","","1065","","1100","","1100","","1100","","1150","","1154","","1154","","1159","","1159","","1192","","1151","","1356","","1361","","1368","","1368","","1368",""
"Switzerland","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","30","","30","","30","","35","","35","","35","","35","","35","","35","","35","","35","","35","","35","","0","0","55","","60","","60","","57","","57","","57","","110","","110","","110","","225","","225","","225",""
"Syrian Arab Republic","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","2729","","3169","F","5116","F","4635","F","4521","F","5857","","6355","","5596","","7233","","6079","","6797","","5880","","5988","","7217","","8692","","8533","","8902","","8425","","8595","","8697","","8610","","7500","F","6200","F","4000","F","3000","F","2500","F"
"Taiwan Province of China","Inland waters","Brackishwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","34","","27",""
"Taiwan Province of China","Inland waters","Brackishwater","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","248.49","","255",""
"Taiwan Province of China","Inland waters","Brackishwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","98.87","","0","."
"Taiwan Province of China","Inland waters","Brackishwater","Marine fishes","Marine fishes","20","","0","0","0","0","18","","50","","81","","559","","154","","23","","6","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","2378.05","","1435",""
"Taiwan Province of China","Inland waters","Freshwater","Crustaceans","Crustaceans","11669","","16273","","9204","","7437","","6961","","8869","","7396","","7594","","8198","","7350","","8215","","6916","","8658","","13529","","14673","","15918","","14532","","12779","","14583","","11462","","10406","","11409.13","","12143","","13643.25","","14509.17","","11305.5",""
"Taiwan Province of China","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","74446","","71339","","65735","","78111","","81647","","70247","","61897","","58944","","52530","","49952","","55901","","75488","","82499","","84476","","69805","","60223","","55461","","58366","","49700","","42504","","49256","","50047.1","","50265","","50015.46","","36350.17","","53800",""
"Taiwan Province of China","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","76334","","74368","","69970","","81319","","75191","","70808","","64385","","60788","","51916","","72944","","64897","","86000","","88560","","90288","","92867","","84834","","72766","","80520","","81457","","78178","","74876","","60806.155","","70204","","64482.58","","65955.42","","15514.54",""
"Taiwan Province of China","Inland waters","Freshwater","Marine fishes","Marine fishes","911","","448","","1193","","4864","","4023","","3160","","3064","","3101","","3166","","3101","","1922","","1442","","1741","","1266","","1766","","1685","","1776","","1568","","953","","639","","196","","407.7","","946","","5573.41","","12263.78","","10651",""
"Taiwan Province of China","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","185","","210","","893","","2435","","1462","","2246","","2781","","2967","","5482","","5218","","5180","","4563","","4289","","4783","","4412","","3430","","2719","","3329","","2859","","2998","","2728","","4284.2","","1722","","4863","","4430.9","","3223.6",""
"Taiwan Province of China","Inland waters","Freshwater","Molluscs","Molluscs","15901","","12819","","10925","","11613","","11147","","10232","","11806","","12847","","13057","","11171","","10180","","10030","","11990","","13589","","12295","","11405","","13221","","14547","","11475","","10452","","10654","","14656.2","","14967","","14178.53","","13233.91","","7481.2",""
"Taiwan Province of China","Marine areas","Brackishwater","Aquatic plants","Aquatic plants","10552","","9241","","11034","","7924","","6104","","8254","","9924","","12576","","14766","","15324","","11325","","13607","","16738","","12189","","9085","","2395","","5943","","9381","","6861","","4383","","4888","","4865.3","","3478","","3210","","936","","634",""
"Taiwan Province of China","Marine areas","Brackishwater","Crustaceans","Crustaceans","19410","","24584","","17319","","13851","","10147","","13443","","14387","","6426","","6416","","6434","","7706","","9735","","8912","","10393","","8828","","10243","","8484","","7868","","7747","","5418","","5386","","5409.7","","9310","","7222.95","","7372.48","","6010.35",""
"Taiwan Province of China","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","77329","","30829","","17021","","18176","","28247","","30145","","30101","","32839","","30111","","24077","","19676","","23577","","30294","","34740","","26802","","27571","","32002","","30124","","30711","","29181","","29462","","35570.5","","51623","","47975.45","","48026.87","","20392",""
"Taiwan Province of China","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","4273","","3692","","2606","","2844","","5758","","6380","","4958","","4868","","5403","","5520","","4903","","14188","","13317","","12360","","10944","","11396","","10523","","11187","","11139","","8576","","10781","","13751.5","","9696","","13797","","11219.04","","60217",""
"Taiwan Province of China","Marine areas","Brackishwater","Marine fishes","Marine fishes","3236","","2621","","2768","","8345","","9443","","14348","","9294","","12201","","12354","","12444","","11294","","12180","","20234","","21813","","20997","","20247","","16704","","25647","","24123","","19331","","16736","","21216.7","","31388","","36283.92","","35705.59","","34366",""
"Taiwan Province of China","Marine areas","Brackishwater","Molluscs","Molluscs","13362","","14228","","18465","","13102","","14450","","15038","","16895","","23450","","25748","","25484","","26905","","28348","","30696","","30895","","26594","","22926","","47543","","34630","","51335","","50967","","58428","","58723.6","","61768","","55965.12","","59414.52","","63963.2",""
"Taiwan Province of China","Marine areas","Marine","Aquatic plants","Aquatic plants","86","","50","","16","","6","","13","","7","","9","","6","","4","","3","","1204","","2021","","61","","61","","79","","43","","6","","9","","18","","0","-","0","-","17.5","","18","","24","","22","","7",""
"Taiwan Province of China","Marine areas","Marine","Crustaceans","Crustaceans","12","","9","","17","","0","0","51","","4","","0","0","0","-","0","-","0","-","2","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","."
"Taiwan Province of China","Marine areas","Marine","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","16","","616","","12","","2","","3","","20","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","6",""
"Taiwan Province of China","Marine areas","Marine","Marine fishes","Marine fishes","154","","325","","292","","435","","459","","710","","1025","","1156","","2996","","2098","","4163","","5169","","6248","","7597","","5928","","4945","","4260","","5179","","1875","","3561","","2999.6","","2012.1","","1859","","2673.64","","2807.21","","2321.9",""
"Taiwan Province of China","Marine areas","Marine","Molluscs","Molluscs","36128","","30808","","33548","","34661","","32670","","32516","","33839","","29576","","23023","","21931","","22909","","19772","","22728","","25849","","22362","","29933","","30225","","29884","","36025","","23206","","38429","","36068","","28513","","29007.83","","26366.84","","22402.3",""
"Tajikistan","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","4.1","","8.7","","2.3","","8.7","","20.6","","10.6","","10","F"
"Tajikistan","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","3603","","3689","","1874","","2462","","980","","284","","93","","71","","81","","74","","86","","99","","143","","167","","26","","26","F","26","F","26","F","26","","251","","508.5","","534.7","F","266.1","","383.3","","433","F","440","F"
"Tanzania, United Rep. of","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","7","","6","","6","","6","F","7","F","7","F","8","","0.1","","3","","4","","4","","4",""
"Tanzania, United Rep. of","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","375","","400","F","350","F","200","F","150","","200","F","200","F","200","F","200","F","200","F","210","","300","","630","","2","","4","","4","F","4","F","4","F","5","","75","","201","","220.6","","2913","","2985","","3007","","3510",""
"Tanzania, United Rep. of","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","0","60","","33","","203","","110","","236","","290.25","","270","","285.1","","391.2","","248.2",""
"Tanzania, United Rep. of","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","F","2","F","2","F","2","F","2","F","10","","8.5","","137","","221.4","","203","","210","","230",""
"Tanzania, United Rep. of","Marine areas","Marine","Aquatic plants","Aquatic plants","1000","F","1000","F","1000","F","1000","F","1000","F","1000","F","1000","F","1000","F","1000","F","1500","","1000","F","1000","F","2000","F","2000","F","3000","F","3000","F","3200","","4000","","5000","F","5520","","6885","","6600.8","","6510","","6689","","6705","","6750",""
"Thailand","Inland waters","Freshwater","Crustaceans","Crustaceans","6503","","7766","","10306","","9204","","10124","","7792","","8000","","7856","","4764","","8494","","9917","","13310","","15393","","28151","","32583","","28740","","25353","","32148","","33189","","26785","","25606","","21079.9","","18702","","18168","","16906","","16218",""
"Thailand","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","91151","","115118","","131147","","152041","","167243","","192773","","220710","","231672","","220720","","242766","","259695","","262785","","275133","","328985","","486380","","506316","","498378","","489085","","485060","","490092","","403636","","358821.53","","431115","","413536","","394915","","371519",""
"Thailand","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","5","","18","","153","","385","","423","","217","","556","","590","","1456","","1352","","1400","","3569","","3978","","3990","","4745","","4418","","3683","","3861","","4214","","5002","","3136","","4450","","4437","","4061","","3303","","3204",""
"Thailand","Marine areas","Brackishwater","Crustaceans","Crustaceans","119540","","162081","","184923","","225540","","265549","","260758","","240471","","227675","","252750","","275553","","309871","","280012","","264934","","330735","","360315","","401266","","494401","","523238","","506625","","575139","","566841","","611244","","609652","","325495","","280007","","294996",""
"Thailand","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","1005","","1650","","2596","","2753","","3929","","3884","","4087","","4090","","6812","","6056","","7752","","8004","","11032","","12229","","13588","","14219","","15524","","12366","","12814","","14818","","13434","","16157","","19317","","16761","","16502","","16905",""
"Thailand","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","0","0","0","0","102","","115","","115","","327","","602","","283","","267","","128","","190","","30","","30","","21","","17","","15","","0",".","133","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Thailand","Marine areas","Brackishwater","Marine fishes","Marine fishes","415","","355","","1134","","926","","1249","","920","","1546","","1243","","1682","","1175","","1358","","1463","","1189","","2351","","3598","","2602","","2822","","3024","","3190","","3033","","2836","","2969","","3012","","2655","","2661","","2728",""
"Thailand","Marine areas","Brackishwater","Molluscs","Molluscs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","20","F","20","F","30","F","30","F","10","F","5","F","5","F","5","F","0",".","0",".","0","."
"Thailand","Marine areas","Marine","Molluscs","Molluscs","73100","","66345","","40613","","66350","","61168","","92833","","80183","","66408","","106128","","158238","","147972","","244948","","382919","","357944","","358758","","346636","","314116","","306571","","285739","","301789","","270628","","186729","","185860","","216839","","183568.86","","191526",""
"Timor-Leste","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","14","F","20","F","20","F","27","F","46","F","46","F","46","F","50","F","50","F","50","F","50","F","50","F"
"Timor-Leste","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","F","1","F"
"Timor-Leste","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","F","2","F","3","F","4","","5","F","5","F","5","F","5","F","5","F","5","F","5","F","5","F"
"Timor-Leste","Marine areas","Marine","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","370","F","1000","F","1500","F","1500","F","1500","F","1500","F","1500","F","1500","F","1500","F"
"Togo","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","22","","22","","150","","150","","150","","20","","21","","20","","25","","20","F","20","F","20","F","30","F","30","F","35","F","50","F","50","F","50","F","107","","107","","100","","20","F","20","","23","","25","","58",""
"Tonga","Marine areas","Brackishwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","50","F","50","","50","","50","","30","","80","","0","0","0",".","300","F","300","F","300","F","300","F","300","F","0",".","0",".","0","."
"Tonga","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","14","","19","","14","","20","","0","0","0","0","0","0","0","-","0","-","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Tonga","Marine areas","Marine","Molluscs","Molluscs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","6","","4","","13","","1","","3","","2","","3","","1","","5","","5.5","F","2.61","F","0.2","F","0.3","F","0.3","F","0","-","0.04","F","0.31","F","3.405","F"
"Trinidad and Tobago","Inland waters","Freshwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F","0.5","F","0.25","","0.25","","0.25","","0.25","","0","0"
"Trinidad and Tobago","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","2","F","3","","3","F","4","F","4","F","15","F","15","F","13","F","13","F","13","","22","","7","","7","F","7","F","25","F","25","F","25","F","18.8","","12.19","","26.86","","13","","5.5","","6.3","","7.3","","5.2","","5","F"
"Tunisia","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","144","","0",".","151","","0",".","0",".","18","","28","","10","","15","","17","","20","","11","","9","","7","","28","","19","","18","","20","","15","","15","","10","","3","","2","","3","","2","","1",""
"Tunisia","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","-","0","-","0","-","0","-","277","","246","","379","","515","","629","","582","","519","","507","","558","","538","","670","","691","","707","","685","","737","","801","","780","","614","","693","","680","","763","","841",""
"Tunisia","Inland waters","Freshwater","Marine fishes","Marine fishes","5","F","42","F","139","","170","F","203","","175","","295","","485","","254","","209","","295","","395","","302","","314","","360","","351","","361","","379","","365","","388","","354","","262","","275","","315","","269","","363",""
"Tunisia","Marine areas","Brackishwater","Marine fishes","Marine fishes","374","","316","","341","","474","","610","","393","","509","","800","","833","","279","","613","","909","","1002","","985","","1144","","1209","","1140","","1583","","1895","","2803","","3762","","7016","","7272","","10443","","9993","","13018",""
"Tunisia","Marine areas","Brackishwater","Molluscs","Molluscs","172","","133","","50","","130","","46","","128","","140","","65","","111","","8","","106","","46","","104","","90","","62","","120","","179","","484","","129","","160","","168","","161","","115","","113","","156","","162",""
"Tunisia","Marine areas","Marine","Crustaceans","Crustaceans","3","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Tunisia","Marine areas","Marine","Marine fishes","Marine fishes","288","","260","F","168","","1","F","1","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","5","","152","","44","","213","","450","","430","","420","","740","","350","","70","F","220","F","630","F","96","F","40","F"
"Tunisia","Marine areas","Marine","Molluscs","Molluscs","37","","27","F","10","F","20","","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Turkey","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","3212","","4146","","6271","","6848","","6977","","12689","","17180","","26500","","32340","","36870","","42572","","36827","","33707","","39674","","43432","","48033","","56026","","58433","","65928","","75657","","78165","","100239","","111335","","122873","","108000","","101194",""
"Turkey","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","1136","","397","","284","","544","","288","","424","","780","","800","","950","","900","","813","","687","","590","","543","","683","","571","","668","","600","","629","","591","","403","","207","","222","","145.5","","189","","218",""
"Turkey","Inland waters","Freshwater","Marine fishes","Marine fishes","0","-","5","","5","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","."
"Turkey","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","50","","43",""
"Turkey","Marine areas","Marine","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","40","","270","","300","","270","","30","","27","","0",".","0",".","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","."
